paper,score
Run-Time Analysis for Atomicity.,0.6241833988069911
Inferring Context-Free Grammars for Domain-Specific Languages.,0.6239983811324072
Statistics of implicational logic.,0.6234709866976659
Automatic visualization of recursion trees: a case study on generic programming.,0.6228103127542394
Web Services as a New Approach to Distributing and Coordinating Semantics-Based Veri cation Toolkits.,0.6205586521083338
A Hierarchical Framework for Component-based Real-time Systems.,0.6201723522863914
Properties of Set Functors.,0.6180885376548527
Petri Nets with Non-blocking Arcs are Difficult to Analyze.,0.6177888453603467
Performance Models For Master/Slave Parallel Programs.,0.6153578439120969
OnDemandOBJ: A Laboratory for Strategy Annotations.,0.6149472446793345
Memory Requirements of Java Bytecode Verification on Limited Devices.,0.6145346895363596
Software Evolution through Transformations.,0.612456012584223
On the Complexity of the Extended Euclidean Algorithm (extended abstract).,0.6122016200857466
Distributed Branching Bisimulation Reduction of State Spaces.,0.6118161549477175
Self-Test Components for Highly Reconfigurable Systems.,0.6081210482163916
A Formally Verified Register Allocation Framework.,0.604130332757282
A Symbolic Procedure for Control Reachability in the Asynchronous Pi-calculus: Extended Abstract.,0.6024356562039825
Recursive Coalgebras from Comonads.,0.6019920855952676
Runtime Conformance Checking of Objects Using Alloy.,0.601816370876291
Proving Component Interoperability with B Refinement.,0.6013543809057943
Bounded Model Checking for Deontic Interpreted Systems.,0.6004758245813664
Foreword.,0.6003722851159177
Compositional Properties of Sequential Processes.,0.6000684485372456
Inside Every Model of Abstract Stone Duality Lies an Arithmetic Universe.,0.5996994826028232
Mathematical Knowledge Management Symposium 2003.,0.5977402539103434
On the omega-language Expressive Power of Extended Petri Nets.,0.5932847994826882
The variety of variables in computer-aided real-time programming.,0.5928937272725728
Reducing Symmetries to Generate Easier SAT Instances.,0.5928054900468979
OCL 2.0 - Implementing the Standard for Multiple Metamodels.,0.5920563751989049
Relational Concurrent Refinement with Internal Operations.,0.5902388589971941
Towards a refinement theory that supports reasoning about knowledge and time for multiple agents.,0.5900668595230844
Run-Time Validation of Speculative Optimizations using CVC.,0.5881500873551445
Verifying Concurrent Data Structures by Simulation.,0.5880876298429825
Implementing X.,0.5873487348833372
A New Machine-checked Proof of Strong Normalisation for Display Logic.,0.5852354546818803
Fairness of Components in System Computations.,0.5850768609526829
An Algebraic Baseline for Automatic Transformations in MDA.,0.5842606023363639
ZEUS: A Distributed Timed Model-Checker Based on KRONOS.,0.5829710058287844
Propositional Statecharts for Agent Interaction Protocols.,0.582819836383422
The Homotopy Branching Space of a Flow.,0.5824206164272265
Simple canonical representation of rational numbers.,0.5805015630605536
Design for Testability for Highly Reconfigurable Component-Based Systems.,0.5804406668731968
Reasoning About Interaction Protocols for Web Service Composition.,0.5788559295499368
SGCCS: A Graphical Language for Real-time Coordination.,0.577339111954503
Alternating-time logic with imperfect recall.,0.576584842154596
Gauss: A Framework for Verifying Scientific Computing Software.,0.576318214201458
Equational Abstractions for Model Checking Erlang Programs.,0.5739243561457245
Distributed Model Checking: From Abstract Algorithms to Concrete Implementations.,0.5725439209839139
Model Checking Downward Simulations.,0.5704451132350282
A Program Result Checker for the Lexical Analysis of the GNU C Compiler.,0.5676104587771761
Model Based Testing in Practice at Microsoft.,0.566978267545043
From UML models to automatic generated tests for the dotLRN e-learning platform.,0.5667234059129114
The Implication Problem of Functional Dependencies in Complex-value Databases.,0.5638084705248034
A Mathematical Model of Dialog.,0.5636514112985118
Performance Evaluation of a Real-time Simulation Architecture using Probabilistic Model Checking.,0.5624841044809568
Strategies and user interfaces in Maude at work.,0.5617569776636372
Typechecking Safe Process Synchronization.,0.5604638225235438
Theoretical Foundations of Value Withdrawal Explanations for Domain Reduction.,0.5602753559960434
Stochastic Object-Based Graph Grammars.,0.560139667889025
Improving the Usability of a Graph Transformation Language.,0.5536589011786206
Approximation Simply Characterized.,0.5532714606200573
Inference of Timed Transition Systems.,0.5529589102402291
Probabilistic Guarded Commands Mechanized in ,0.5529455847780704
Correspondence Assertions for Process Synchronization in Concurrent Communications.,0.5528945258791624
Time Domain Verification of Oscillator Circuit Properties.,0.5518551785428724
Transformations of Petri Nets.,0.5517780849875217
A Graphical Fusion Calculus.,0.5510718646448605
Towards a Rewriting Semantics for a Software Architecture Description Language.,0.5505593035857554
Visual Patterns Associated to Abstract Trees.,0.5496193209013392
Heterogeneous Reasoning with Euler/Venn Diagrams Containing Named Constants and FOL.,0.5495636701641075
Circular Reference Attributed Grammars - Their Evaluation and Applications.,0.5491248571558538
Provably Correct Code Generation: A Case Study.,0.5485078104125564
Local Reasoning About Tree Update.,0.5482833792011086
Liveness Checking as Safety Checking for Infinite State Spaces.,0.5473467752552189
Separating concerns in a high-level component-based context.,0.5464695008647891
EufDpll - A Tool to Check Satisfiability of Equality Logic Formulas.,0.5456154536965141
Towards a theory of mathematical operational semantics.,0.545436693685205
Attacking Group Multicast Key Management Protocols Using Coral.,0.5450625802722971
An Abstract Equivalence Notion for Object Models.,0.5429785927656109
Practical Datatype Specializations with Phantom Types and Recursion Schemes.,0.5428581317320066
Programming Examples Needing Polymorphic Recursion.,0.5410241271687017
Applications = Components + GLoo.,0.5407235836977795
Leveraging UML Profiles to Generate Plugins From Visual Model Transformations.,0.5403696142254213
Representations of Complete Uniform Spaces via Uniform Domains.,0.539725985028407
Encoding Catalytic P Systems in pi@.,0.5379705765591315
Preface: 3rd International Workshop on Reduction Strategies in Rewriting and Programming (WRS 2003) - Final Proceedings.,0.5379547932267726
On the Expressiveness of Timed Coordination via Shared Dataspaces.,0.5370390884397398
An Account of Implementing Applicative Term Rewriting.,0.5359375510148418
Multi-paradigm Models as Source for Automated Test Construction.,0.5341140848740584
A Formal Framework for Web Services Coordination.,0.5339226132317807
A Metamodel for Dynamic Information Generated from Object-Oriented Systems.,0.5330136133455291
Measuring and Reducing Clutter in Euler Diagrams.,0.5329006523538857
A Logic with Temporal Glue for Mixed Specifications.,0.5316724733119341
TEXmacs as Authoring Tool for Formal Developments.,0.5311057008991228
Concurrent Java Test Generation as a Search Problem.,0.530800246641617
Interactions in Transport Networks.,0.5271985315982477
"Applying a Stochastic Model to a Dynamic, QoS Enabled Web Services Hosting Environment.",0.5271332641378063
Soft Constraints for Security.,0.5240208734494325
A Formal Approach to Service Specification and Matching based on Graph Transformation.,0.5237928445006289
Aspects as Modular Language Extensions.,0.5236144761536603
Proof-carrying Bytecode.,0.5234843245421719
Model Checking Functional and Performability Properties of Stochastic Fluid Models.,0.523401331499272
Exploiting Target Enlargement and Dynamic Abstraction within Mixed BDD and SAT Invariant Checking.,0.5233533638987801
Overview of Formal Concepts for Model Transformations Based on Typed Attributed Graph Transformation.,0.5233313558770492
Petri Nets With Persistence.,0.5209481659560833
Formal Checklists for Remote Agent Dependability.,0.5205679305212532
Language-Oriented Formal Analysis: a Case Study on Protocols and Distributed Systems.,0.5200921972454646
Automated Theorem Proving with Spider Diagrams.,0.5192632603293487
Quantitative Assessment of a Peer-to-peer Cooperative Infrastructure Using Stochastic Well-Formed Nets.,0.5178669113962039
SAT-based methods for sequential hardware equivalence verification without synchronization.,0.5174085765977045
A Survey of Desynchronization in a Polychronous Model of Computation.,0.5170894801401987
Towards a Readable Formalisation of Category Theory.,0.5165946804206089
k-Valued Non-Associative Lambek Grammars are Learnable from Function-Argument Structures.,0.5150599471384696
Semi-supervised Clustering with Pairwise Constraints: A Discriminative Approach.,0.514601350167198
Bisimulation and Co-induction: Some Problems.,0.5145572231105243
Run-Time Checking of Dynamic Properties.,0.5133531324177996
A Prospectus for Mobile Broadcasting Systems.,0.5123011120662833
Implementing Nominal Unification.,0.5121973579973373
Algorithmic Techniques for Maintaining Shortest Routes in Dynamic Networks.,0.5116988900500304
Subroutine Inlining and Bytecode Abstraction to Simplify Static and Dynamic Analysis.,0.5099683668268787
Reasoning About Imperative Quantum Programs.,0.5099676345073966
Discretization of Timed Automata in Timed mu.,0.509669124650256
Constraint Functional Logic Programming Revisited.,0.5096458767324262
Generalized Coiteration Schemata.,0.5089076687446495
Towards SOS Meta-Theory for Language-Based Security.,0.5086517768497217
Building Verification Condition Generators by Compositional Extension.,0.5079021083090388
Cooperation-based Invariants for OO Languages.,0.5075917470289905
A Z Approach in Validating ORA-SS Data Models.,0.507482485479555
Regularity Results for FIFO Channels.,0.5074050853135866
Foundations for Designing Secure Architectures.,0.506940870763281
Towards Model Transformation in Generated Eclipse Editor Plug-Ins.,0.5062816784967806
A Proposal for Disequality Constraints in Curry.,0.5052842789743496
Formal Specification of a Web Services Protocol.,0.5049973851551828
A Verification Approach for GALS Integration of Synchronous Components.,0.5046413830754682
Quantifier-free logic for multialgebraic theories.,0.5040903720177327
Improving the Security of Downloadable Java Applications With Static Analysis.,0.5034618373867664
Process Algebra as Modelling.,0.5024493619512735
Systematic Model-Based Testing of Embedded Automotive Software.,0.5022957248315543
A Tutorial on Specifying Data Structures in Maude.,0.5020284212143642
Quantum Programs With Classical Output Streams: (Extended Abstract).,0.5013521204783411
A List-machine Benchmark for Mechanized Metatheory: (Extended Abstract).,0.5009189161855274
Model-Based Test Case Generation for Smart Cards.,0.4994329168712757
A Calculus for Data Mapping.,0.49812815263768945
Where Do Bugs Come From?,0.49777560180076064
A Software Architecture-Based Approach for Formalising Middleware Behaviour.,0.4971976803041134
